Module	Section	Sample Name	Source
featureCounts	all_sections	100	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	107	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	108	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	109	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	10	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	110	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	117	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	118	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	119	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	11	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	120	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
featureCounts	all_sections	121	/home/shared/8TB_HDD_02/shedurkin/project-cod-temperature/output/06.2-cod-RNAseq-alignment-genome/featureCounts-gene/featureCounts_gene_matrix.txt.summary
