lcl|NC_082382.1_cds_XP_059916776.1_1	sp|Q80TZ9|RERE_MOUSE	65.287	435	143	6	25	1311	277	709	4.37e-128	436
lcl|NC_082382.1_cds_XP_059916776.1_1	sp|Q80TZ9|RERE_MOUSE	71.261	341	85	5	2959	3948	1218	1556	1.24e-116	403
lcl|NC_082382.1_cds_XP_059916797.1_2	sp|Q80TZ9|RERE_MOUSE	65.438	434	143	5	25	1308	277	709	7.06e-130	441
lcl|NC_082382.1_cds_XP_059916797.1_2	sp|Q80TZ9|RERE_MOUSE	71.261	341	85	5	2956	3945	1218	1556	1.18e-116	403
lcl|NC_082382.1_cds_XP_059916784.1_3	sp|Q80TZ9|RERE_MOUSE	65.287	435	143	6	25	1311	277	709	4.37e-128	436
lcl|NC_082382.1_cds_XP_059916784.1_3	sp|Q80TZ9|RERE_MOUSE	70.482	332	85	5	2959	3921	1218	1547	1.72e-110	385
lcl|NC_082382.1_cds_XP_059916912.1_9	sp|Q8IYA8|IHO1_HUMAN	33.127	323	184	9	1	918	1	308	7.77e-22	102
lcl|NC_082382.1_cds_XP_059916891.1_11	sp|Q3ZB90|KBTBC_DANRE	72.392	623	167	1	1	1854	1	623	0.0	942
lcl|NC_082382.1_cds_XP_059916878.1_12	sp|Q8CIW6|S26A6_MOUSE	55.456	559	234	3	28	1704	31	574	0.0	568
lcl|NC_082382.1_cds_XP_059916878.1_12	sp|Q8CIW6|S26A6_MOUSE	53.636	110	50	1	2038	2367	637	745	4.74e-25	115
lcl|NC_082382.1_cds_XP_059916903.1_13	sp|Q9NXG6|P4HTM_HUMAN	52.340	470	191	3	13	1407	39	480	1.50e-173	500
lcl|NC_082382.1_cds_XP_059916864.1_14	sp|Q90339|MYSS_CYPCA	89.514	1936	201	2	1	5805	1	1935	0.0	3243
lcl|NC_082382.1_cds_XP_059916933.1_15	sp|Q90339|MYSS_CYPCA	88.275	1936	226	1	1	5808	1	1935	0.0	3244
lcl|NC_082382.1_cds_XP_059916964.1_16	sp|Q9NY47|CA2D2_HUMAN	62.949	1058	317	13	88	3045	58	1112	0.0	1316
lcl|NC_082382.1_cds_XP_059916955.1_17	sp|Q8CFG6|CA2D2_RAT	65.410	1061	335	9	85	3177	60	1118	0.0	1385
lcl|NC_082382.1_cds_XP_059916945.1_18	sp|Q8CFG6|CA2D2_RAT	66.008	1062	342	9	85	3222	60	1118	0.0	1400
lcl|NC_082382.1_cds_XP_059916988.1_19	sp|Q6AYS7|ACY1A_RAT	62.408	407	153	0	43	1263	2	408	0.0	556
lcl|NC_082382.1_cds_XP_059917028.1_20	sp|Q1LV46|ABHEA_DANRE	77.612	268	55	2	1	789	2	269	1.72e-140	398
lcl|NC_082382.1_cds_XP_059917036.1_21	sp|Q1LV46|ABHEA_DANRE	77.612	268	55	2	1	789	2	269	1.72e-140	398
lcl|NC_082382.1_cds_XP_059916975.1_22	sp|Q12891|HYAL2_HUMAN	51.461	445	203	4	37	1350	6	444	4.42e-160	464
lcl|NC_082382.1_cds_XP_059917049.1_23	sp|Q9WVF8|TUSC2_MOUSE	62.727	110	41	0	1	330	1	110	2.04e-47	150
lcl|NC_082382.1_cds_XP_059917002.1_24	sp|Q99MK9|RASF1_MOUSE	54.984	311	121	5	82	987	13	313	2.45e-112	332
lcl|NC_082382.1_cds_XP_059917011.1_25	sp|Q99MK9|RASF1_MOUSE	54.984	311	121	5	82	987	13	313	2.45e-112	332
lcl|NC_082382.1_cds_XP_059917019.1_26	sp|Q99MK9|RASF1_MOUSE	54.984	311	121	5	82	987	13	313	2.36e-112	332
lcl|NC_082382.1_cds_XP_059917108.1_31	sp|Q9M2U3|ALPL_ARATH	26.846	298	197	7	163	1023	68	355	2.55e-23	104
lcl|NC_082382.1_cds_XP_059916502.1_38	sp|Q6AZB8|HARB1_DANRE	33.232	328	194	5	73	999	27	348	6.56e-52	178
lcl|NC_082382.1_cds_XP_059917209.1_41	sp|Q96MB7|HARB1_HUMAN	35.507	276	173	2	79	891	27	302	4.77e-56	189
lcl|NC_082382.1_cds_XP_059917472.1_53	sp|Q5SVZ6|ZMYM1_HUMAN	26.638	458	291	13	13	1296	543	985	1.34e-35	143
lcl|NC_082382.1_cds_XP_059917475.1_54	sp|Q5SVZ6|ZMYM1_HUMAN	26.638	458	291	13	13	1296	543	985	1.34e-35	143
