XM_060035408.1	sp|Q1LXK4|M10B1_DANRE	50.575	348	153	5	6	1004	623	966	3.85e-97	321
XM_060035412.1	sp|F1NHE9|KCJ12_CHICK	63.014	365	110	2	1513	2607	45	384	1.17e-135	426
XM_060035413.1	sp|Q8TF61|FBX41_HUMAN	53.644	343	153	2	1643	2665	534	872	2.62e-98	331
XM_060035414.1	sp|Q8TF61|FBX41_HUMAN	53.644	343	153	2	1630	2652	534	872	2.42e-98	331
XM_060035415.1	sp|Q8TF61|FBX41_HUMAN	53.644	343	153	2	1573	2595	534	872	1.65e-98	331
XM_060035416.1	sp|Q8HYN7|KCIP4_MACFA	87.037	108	14	0	16	339	143	250	2.04e-59	205
XM_060035417.1	sp|Q08BH5|RBM46_DANRE	76.014	296	66	2	25	909	1	292	3.41e-139	420
XM_060035418.1	sp|P08736|EF1A1_DROME	93.519	108	7	0	4	327	1	108	5.61e-67	213
XM_060035419.1	sp|P97708|ZP3_RAT	33.618	351	202	9	181	1182	37	373	2.03e-45	167
XM_060035420.1	sp|P97708|ZP3_RAT	33.333	351	202	10	181	1179	37	373	4.82e-43	161
XM_060035421.1	sp|P21754|ZP3_HUMAN	42.045	176	102	0	245	772	144	319	9.89e-36	139
XM_060035422.1	sp|P21754|ZP3_HUMAN	40.972	144	85	0	118	549	176	319	1.93e-27	114
XM_060035423.1	sp|Q91233|HSP70_ONCTS	66.245	237	70	2	167	847	373	609	1.36e-97	313
XM_060035424.1	sp|Q9CZP0|UFSP1_MOUSE	53.110	209	86	7	88	696	11	213	5.39e-60	194
XM_060035425.1	sp|Q9H6D7|HAUS4_HUMAN	36.364	363	218	2	223	1308	8	358	2.60e-65	218
XM_060035427.1	sp|Q5ZLE9|N4BP1_CHICK	48.408	314	146	3	2690	3625	632	931	1.02e-78	285
XM_060035428.1	sp|Q5ZLE9|N4BP1_CHICK	48.408	314	146	3	2535	3470	632	931	8.72e-79	285
XM_060035429.1	sp|Q5ZLE9|N4BP1_CHICK	48.408	314	146	3	2539	3474	632	931	8.78e-79	285
XM_060035430.1	sp|Q5ZLE9|N4BP1_CHICK	48.408	314	146	3	2545	3480	632	931	8.84e-79	285
XM_060035431.1	sp|Q5ZLE9|N4BP1_CHICK	48.408	314	146	3	2549	3484	632	931	8.87e-79	285
XM_060035432.1	sp|Q5ZLE9|N4BP1_CHICK	66.486	185	62	0	2691	3245	632	816	3.56e-75	271
XM_060035433.1	sp|O15553|MEFV_HUMAN	43.939	198	97	5	1304	1879	589	778	7.38e-40	160
XM_060035434.1	sp|Q96LD4|TRI47_HUMAN	29.595	321	180	11	248	1099	7	318	4.63e-25	113
XM_060035435.1	sp|Q9ERK0|RIPK4_MOUSE	40.288	278	150	6	197	1015	18	284	1.09e-54	207
XM_060035436.1	sp|Q7ZU13|SPNS1_DANRE	76.471	510	109	3	248	1756	1	506	0.0	740
XM_060035437.1	sp|Q60FX9|CCNB2_ANGJA	65.707	382	108	7	114	1205	1	377	3.63e-162	466
XM_060035438.1	sp|Q60FX9|CCNB2_ANGJA	76.761	284	66	0	222	1073	94	377	1.49e-155	447
XM_060035439.1	sp|Q9IBG0|CCNB2_ORYLA	56.145	358	95	5	145	1047	19	371	1.09e-114	343
XM_060035440.1	sp|Q9CZE3|RAB32_MOUSE	65.152	198	64	3	95	685	4	197	2.19e-86	267
XM_060035441.1	sp|Q9CZE3|RAB32_MOUSE	69.444	180	52	2	322	858	20	197	7.93e-85	265
XM_060035442.1	sp|Q17QU4|RB39B_BOVIN	89.671	213	22	0	1089	1727	1	213	3.07e-129	403
XM_060035443.1	sp|Q17QU4|RB39B_BOVIN	89.671	213	22	0	2424	3062	1	213	6.88e-128	403
XM_060035444.1	sp|Q17QU4|RB39B_BOVIN	89.671	213	22	0	1092	1730	1	213	3.10e-129	403
XM_060035445.1	sp|Q8IUK8|CBLN2_HUMAN	80.226	177	34	1	1981	2511	49	224	5.53e-89	284
XM_060035446.1	sp|Q7ZU13|SPNS1_DANRE	76.471	510	109	3	245	1753	1	506	0.0	740
XM_060035447.1	sp|P61759|PFD3_MOUSE	77.720	193	40	1	240	809	1	193	1.52e-103	313
XM_060035449.1	sp|Q8JIU7|NACA_DANRE	98.958	192	2	0	1248	1823	24	215	5.84e-88	276
XM_060035451.1	sp|Q5FVC7|ACAP2_RAT	53.964	782	339	8	567	2891	1	768	0.0	840
XM_060035452.1	sp|Q5FVC7|ACAP2_RAT	53.154	745	328	8	202	2415	38	768	0.0	783
XM_060035453.1	sp|Q7ZU13|SPNS1_DANRE	76.772	508	109	2	248	1750	1	506	0.0	745
XM_060035454.1	sp|Q6IVG4|ACAP2_RABIT	67.052	173	57	0	306	824	604	776	8.50e-73	246
XM_060035457.1	sp|Q501S4|CSKMT_DANRE	59.677	248	95	4	355	1092	3	247	2.75e-89	289
XM_060035458.1	sp|Q5SVZ6|ZMYM1_HUMAN	26.053	380	252	9	1651	2745	472	837	2.18e-26	120
XM_060035459.1	sp|P70611|DOC2A_RAT	64.653	331	104	1	457	1449	77	394	4.50e-137	413
XM_060035467.1	sp|P54726|RD23A_MOUSE	73.182	220	44	4	637	1275	152	363	1.35e-78	257
XM_060035467.1	sp|P54726|RD23A_MOUSE	77.586	58	13	0	223	396	19	76	7.46e-22	101
XM_060035468.1	sp|Q8NHV1|GIMA7_HUMAN	36.199	221	136	5	339	998	2	218	9.77e-29	120
XM_060035471.1	sp|Q10739|MMP14_RAT	64.610	551	183	3	450	2078	36	582	0.0	684
XM_060035472.1	sp|Q7TQH7|LRP10_MOUSE	42.778	540	224	15	441	1994	60	536	2.78e-121	398
XM_060035473.1	sp|Q01484|ANK2_HUMAN	72.672	1815	363	18	659	5890	30	1782	0.0	2561
XM_060035473.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	9005	10003	3345	3686	1.65e-62	243
XM_060035473.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6806	7438	2409	2613	4.28e-49	199
XM_060035473.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8090	8389	3040	3137	1.32e-34	151
XM_060035474.1	sp|Q01484|ANK2_HUMAN	72.231	1815	363	19	768	5975	30	1782	0.0	2537
XM_060035474.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	9090	10088	3345	3686	1.83e-62	243
XM_060035474.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6891	7523	2409	2613	4.82e-49	199
XM_060035474.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8175	8474	3040	3137	1.36e-34	151
XM_060035475.1	sp|Q01484|ANK2_HUMAN	74.060	1781	370	16	768	5918	30	1782	0.0	2550
XM_060035475.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	9033	10031	3345	3686	2.01e-62	243
XM_060035475.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6834	7466	2409	2613	5.25e-49	199
XM_060035475.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8118	8417	3040	3137	1.42e-34	151
XM_060035476.1	sp|Q01484|ANK2_HUMAN	72.672	1815	363	18	766	5997	30	1782	0.0	2558
XM_060035476.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	9112	10110	3345	3686	2.11e-62	243
XM_060035476.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6913	7545	2409	2613	4.55e-49	199
XM_060035476.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8197	8496	3040	3137	1.45e-34	151
XM_060035477.1	sp|Q01484|ANK2_HUMAN	72.647	1817	364	18	122	5359	28	1782	0.0	2563
XM_060035477.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	8474	9472	3345	3686	1.28e-62	244
XM_060035477.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6275	6907	2409	2613	3.45e-49	199
XM_060035477.1	sp|Q01484|ANK2_HUMAN	74.227	97	23	1	7559	7849	3040	3134	1.18e-34	151
XM_060035478.1	sp|Q01484|ANK2_HUMAN	74.310	1775	362	17	766	5874	30	1782	0.0	2546
XM_060035478.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	8989	9987	3345	3686	2.17e-62	243
XM_060035478.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6790	7422	2409	2613	5.18e-49	199
XM_060035478.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8074	8373	3040	3137	1.33e-34	151
XM_060035479.1	sp|Q01484|ANK2_HUMAN	72.672	1815	363	18	767	5998	30	1782	0.0	2563
XM_060035479.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	9113	10111	3345	3686	1.55e-62	243
XM_060035479.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6914	7546	2409	2613	4.23e-49	199
XM_060035479.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8198	8497	3040	3137	1.30e-34	151
XM_060035480.1	sp|Q8NCF5|NF2IP_HUMAN	30.383	339	195	8	416	1408	113	418	1.07e-29	124
XM_060035481.1	sp|Q01484|ANK2_HUMAN	72.672	1815	363	18	765	5996	30	1782	0.0	2561
XM_060035481.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	8682	9680	3345	3686	1.47e-62	243
XM_060035481.1	sp|Q01484|ANK2_HUMAN	74.227	97	23	1	7767	8057	3040	3134	1.11e-34	151
XM_060035481.1	sp|Q01484|ANK2_HUMAN	53.125	128	53	4	6912	7286	2409	2532	1.77e-23	114
XM_060035482.1	sp|Q01484|ANK2_HUMAN	72.672	1815	363	18	766	5997	30	1782	0.0	2561
XM_060035482.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	8680	9678	3345	3686	1.49e-62	243
XM_060035482.1	sp|Q01484|ANK2_HUMAN	74.227	97	23	1	7765	8055	3040	3134	1.11e-34	151
XM_060035482.1	sp|Q01484|ANK2_HUMAN	53.906	128	52	4	6913	7287	2409	2532	3.20e-24	117
XM_060035483.1	sp|Q01484|ANK2_HUMAN	72.672	1815	363	18	769	6000	30	1782	0.0	2561
XM_060035483.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	9115	10113	3345	3686	1.70e-62	243
XM_060035483.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6916	7548	2409	2613	4.13e-49	199
XM_060035483.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8200	8499	3040	3137	1.25e-34	151
XM_060035484.1	sp|Q01484|ANK2_HUMAN	80.404	1485	223	8	760	5181	30	1457	0.0	2451
XM_060035484.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	6634	7632	3345	3686	2.30e-62	242
XM_060035484.1	sp|Q01484|ANK2_HUMAN	75.000	96	22	1	5722	6009	3041	3134	9.76e-35	151
XM_060035485.1	sp|Q01484|ANK2_HUMAN	80.404	1485	223	8	790	5211	30	1457	0.0	2438
XM_060035485.1	sp|Q01484|ANK2_HUMAN	68.750	128	37	2	5269	5649	3561	3686	1.67e-43	179
XM_060035486.1	sp|Q01484|ANK2_HUMAN	74.957	1761	362	16	767	5836	30	1782	0.0	2568
XM_060035486.1	sp|Q01484|ANK2_HUMAN	43.143	350	174	8	8951	9949	3345	3686	1.71e-62	243
XM_060035486.1	sp|Q01484|ANK2_HUMAN	55.607	214	83	7	6752	7384	2409	2613	4.29e-49	199
XM_060035486.1	sp|Q01484|ANK2_HUMAN	72.000	100	26	1	8036	8335	3040	3137	1.20e-34	151
XM_060035487.1	sp|A0A1D5NS60|ZN16L_DANRE	53.022	579	198	16	694	2397	1	516	1.09e-170	517
XM_060035488.1	sp|A0A1D5NS60|ZN16L_DANRE	53.022	579	198	16	694	2397	1	516	3.48e-171	517
XM_060035489.1	sp|Q8NCF5|NF2IP_HUMAN	30.383	339	195	8	424	1416	113	418	9.35e-30	124
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	39.800	500	237	7	525	1838	191	688	9.32e-106	349
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	42.041	245	123	2	1104	1838	603	828	4.00e-48	187
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	43.320	247	117	4	1104	1838	547	772	8.55e-48	186
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	42.041	245	123	2	1104	1838	631	856	1.54e-47	186
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	40.569	281	139	5	999	1838	547	800	2.30e-47	185
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	51.136	176	86	0	1311	1838	541	716	2.62e-45	179
XM_060035491.1	sp|Q9NQV7|PRDM9_HUMAN	50.336	149	74	0	1332	1778	744	892	1.20e-39	161
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	39.800	500	237	7	522	1835	191	688	7.92e-106	349
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	42.041	245	123	2	1101	1835	603	828	3.86e-48	187
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	43.320	247	117	4	1101	1835	547	772	8.18e-48	186
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	42.041	245	123	2	1101	1835	631	856	1.48e-47	186
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	40.569	281	139	5	996	1835	547	800	2.20e-47	185
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	51.136	176	86	0	1308	1835	541	716	2.53e-45	179
XM_060035492.1	sp|Q9NQV7|PRDM9_HUMAN	50.336	149	74	0	1329	1775	744	892	1.15e-39	161
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	39.516	496	236	7	492	1793	195	688	1.83e-101	337
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	42.041	245	123	2	1059	1793	603	828	4.38e-48	187
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	43.320	247	117	4	1059	1793	547	772	8.97e-48	186
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	42.041	245	123	2	1059	1793	631	856	1.69e-47	185
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	40.569	281	139	5	954	1793	547	800	2.48e-47	185
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	51.136	176	86	0	1266	1793	541	716	2.68e-45	179
XM_060035493.1	sp|Q9NQV7|PRDM9_HUMAN	50.336	149	74	0	1287	1733	744	892	1.06e-39	161
XM_060035494.1	sp|Q96MB7|HARB1_HUMAN	37.363	273	161	5	179	970	31	302	1.85e-49	174
XM_060035495.1	sp|Q8NCF5|NF2IP_HUMAN	30.383	339	195	8	332	1324	113	418	6.60e-30	125
XM_060035496.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1770	2387	338	546	4.95e-55	210
XM_060035497.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1752	2369	338	546	4.93e-55	210
XM_060035498.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1728	2345	338	546	4.90e-55	210
XM_060035499.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1722	2339	338	546	9.75e-55	209
XM_060035500.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1710	2327	338	546	4.88e-55	210
XM_060035501.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1704	2321	338	546	4.88e-55	210
XM_060035502.1	sp|Q6GNW0|LRRF2_XENLA	55.747	174	74	1	1803	2315	373	546	8.01e-43	173
XM_060035503.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1662	2279	338	546	4.83e-55	210
XM_060035504.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1505	2122	338	546	4.65e-55	210
XM_060035505.1	sp|Q8NCF5|NF2IP_HUMAN	30.383	339	195	8	449	1441	113	418	1.18e-29	124
XM_060035506.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1647	2264	338	546	8.58e-55	209
XM_060035507.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1638	2255	338	546	4.80e-55	210
XM_060035508.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1605	2222	338	546	3.42e-55	210
XM_060035509.1	sp|Q32MZ4|LRRF1_HUMAN	73.944	142	37	0	1770	2195	122	263	3.04e-48	191
XM_060035510.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1584	2201	338	546	9.78e-55	209
XM_060035511.1	sp|Q8JIU7|NACA_DANRE	98.958	192	2	0	1233	1808	24	215	4.74e-88	276
XM_060035512.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1572	2189	338	546	4.72e-55	210
XM_060035513.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1557	2174	338	546	5.87e-55	209
XM_060035514.1	sp|Q3UZ39|LRRF1_MOUSE	70.199	151	45	0	1671	2123	57	207	1.27e-35	150
XM_060035515.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1485	2102	338	546	1.20e-54	209
XM_060035516.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1473	2090	338	546	4.78e-55	210
XM_060035518.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1419	2036	338	546	7.40e-55	209
XM_060035519.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1410	2027	338	546	1.25e-54	209
XM_060035520.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1359	1976	338	546	5.79e-55	209
XM_060035521.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1317	1934	338	546	6.28e-55	209
XM_060035522.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1094	1711	338	546	5.35e-55	209
XM_060035523.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1244	1861	338	546	9.66e-55	209
XM_060035524.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1226	1843	338	546	6.36e-55	209
XM_060035525.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1184	1801	338	546	6.35e-55	209
XM_060035526.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1142	1759	338	546	8.65e-55	209
XM_060035527.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	920	1537	338	546	5.79e-55	209
XM_060035529.1	sp|Q6GNW0|LRRF2_XENLA	55.024	209	91	1	1052	1669	338	546	7.16e-55	209
XM_060035530.1	sp|Q32MZ4|LRRF1_HUMAN	62.564	195	46	2	1033	1536	69	263	6.30e-38	158
XM_060035531.1	sp|Q32MZ4|LRRF1_HUMAN	59.910	222	47	3	865	1404	42	263	7.45e-41	167
XM_060035532.1	sp|Q6GNW0|LRRF2_XENLA	54.592	392	165	4	1773	2930	338	722	2.03e-113	377
XM_060035533.1	sp|Q6GNW0|LRRF2_XENLA	54.592	392	165	4	1725	2882	338	722	1.97e-113	377
XM_060035534.1	sp|Q2T9W6|LRRF2_BOVIN	54.831	414	163	5	717	1949	1	393	3.22e-96	314
XM_060035535.1	sp|S4X0Q8|AGRA3_DANRE	61.807	1317	413	17	1041	4931	17	1263	0.0	1366
XM_060035536.1	sp|O54782|MA2B2_MOUSE	56.805	1014	403	9	211	3213	26	1017	0.0	1055
XM_060035537.1	sp|O54782|MA2B2_MOUSE	57.082	946	373	8	215	3019	26	949	0.0	990
