gene_id,1,10,100,107,108,109,11,110,116,12,13,18,19,2,20,21,28,29,3,30,31,36,4,5,78,79,80,83,88,90,91,92,94,97,98,99
gene-LOC132462341|LOC132462341,360,464,391,346,691,408,436,509,366,373,432,385,330,288,307,346,293,347,452,452,984,230,469,400,472,311,368,312,551,631,605,366,339,517,577,235
gene-abce1|abce1,694,325,276,77,409,196,281,284,327,310,393,386,106,290,252,326,345,254,363,353,922,160,588,285,178,119,197,134,128,103,315,204,301,56,49,260
gene-si:dkey-6i22.5|si:dkey-6i22.5,0,10,13,11,49,42,14,36,0,14,9,0,0,14,3,21,26,9,39,20,10,0,0,10,48,41,60,39,49,54,20,27,7,22,63,12
gene-ube2v1|ube2v1,10,22,15,19,74,28,63,35,30,31,25,42,17,14,21,60,61,14,29,37,68,37,0,30,10,13,56,32,45,55,27,38,60,25,18,50
gene-cldn15la|cldn15la,0,9,0,0,18,0,0,0,0,27,0,0,0,0,0,0,0,0,4,35,0,0,0,4,0,0,0,0,8,32,0,0,14,0,0,0
gene-muc15|muc15,0,40,40,29,8,0,38,0,16,15,0,0,0,0,22,22,69,22,0,15,0,34,55,51,0,30,19,31,0,0,42,34,0,0,26,56
gene-pcloa|pcloa,0,3,0,0,41,7,4,0,3,0,0,0,27,0,0,0,0,4,0,10,0,23,0,0,0,0,4,4,0,0,4,0,0,22,101,0
gene-LOC132472829|LOC132472829,402,550,293,182,1082,213,234,149,444,360,531,242,269,194,359,383,395,392,408,489,310,352,168,403,462,287,310,113,457,321,396,234,455,279,229,208
gene-ifi35|ifi35,3696,2492,2615,2184,2702,2579,3631,3158,2121,2673,2893,2210,2324,2384,2561,2654,2887,2250,3143,2830,1297,1981,2971,2651,2669,2671,1790,2173,2603,3260,2186,2451,2464,2768,1935,1991
gene-gorab|gorab,335,171,149,99,241,149,286,139,100,168,267,205,139,201,123,215,157,101,222,183,270,93,290,225,195,182,123,162,179,177,130,134,153,189,282,138
gene-LOC132461152|LOC132461152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC132455236|LOC132455236,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC132474458|LOC132474458,0,14,0,0,77,0,0,0,13,0,0,0,35,0,0,0,0,12,7,9,0,10,23,5,0,7,28,0,0,0,0,0,7,22,294,19
gene-LOC132474125|LOC132474125,2,5,2,0,0,1,2,2,1,1,7,1,0,4,2,3,3,1,1,4,4,1,1,8,1,3,1,1,0,2,15,2,2,2,0,4
gene-cacna1bb|cacna1bb,0,0,3,0,14,0,0,0,3,0,0,0,5,0,0,0,7,9,0,27,0,9,0,5,0,7,9,9,7,0,0,0,0,0,6,0
gene-LOC132463139|LOC132463139,65,690,53,120,243,20,407,81,41,1270,192,354,826,344,532,375,439,574,329,1396,206,128,181,210,24,107,43,36,71,535,118,4,8,46,125,18
gene-trnap-cgg-10|trnap-cgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-prkaa1|prkaa1,3747,2091,2554,2949,2868,4017,1814,2817,2127,1609,2994,2131,2962,1724,1982,1969,1561,1702,2026,2230,3304,1596,4632,4423,3515,3286,2092,2764,4061,5401,3020,1780,3056,7080,9478,1758
gene-LOC132452930|LOC132452930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,8,0,0,0
gene-LOC132453574|LOC132453574,0,0,16,10,28,25,4,0,20,0,28,13,0,12,0,0,0,5,0,0,0,0,0,0,53,6,25,3,22,8,0,0,0,10,10,11
gene-selenop|selenop,768656,515133,600451,880585,451964,895003,650961,962999,462980,549218,526297,548505,1334257,873424,508244,356560,433509,534662,431320,582181,204909,884205,781379,946808,711874,630353,484931,619176,737825,773754,476536,356169,441057,759491,1083059,433102
gene-LOC132473077|LOC132473077,391,623,536,290,603,181,239,204,593,293,517,279,287,335,411,552,301,676,463,549,187,222,199,397,295,178,322,184,180,155,348,271,307,241,126,390
gene-actr10|actr10,565,584,441,213,764,508,587,673,556,582,534,460,363,427,408,545,571,500,629,714,542,254,676,315,266,311,490,296,268,209,681,406,692,123,92,247
gene-snx27a|snx27a,1368,1603,1249,736,2874,1177,945,1006,1548,1232,1354,1022,866,948,931,1388,969,1397,866,1455,1558,490,1050,1272,1258,1189,1352,987,1373,1295,1826,1183,1371,1314,955,1663
gene-LOC132468057|LOC132468057,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-virma|virma,635,593,422,147,1013,233,370,476,704,526,516,442,133,417,292,487,409,437,531,642,679,165,601,521,260,316,362,158,164,117,631,335,532,34,24,545
gene-trnad-guc-54|trnad-guc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-stx12l|stx12l,0,22,20,61,36,13,5,14,56,20,14,0,13,33,26,7,0,23,28,41,3,18,33,18,46,39,11,17,22,18,14,0,33,42,33,0
gene-rpl24|rpl24,26256,12031,26633,142145,16188,59123,27918,59772,13035,17688,19822,17380,52582,109598,14478,15087,25451,10860,16850,20878,68291,141366,17541,91565,32401,52009,13340,47185,22578,29184,15939,20486,11820,94016,196912,15216
gene-LOC132460847|LOC132460847,6490,18846,8509,9902,14704,21013,13770,11228,13542,12310,11100,14257,14374,7260,10648,9351,16912,11664,11901,22869,2580,4916,7464,8904,11515,9721,13149,5655,15386,15001,11569,11475,27393,7530,9952,8774
gene-itfg2|itfg2,282,201,218,142,251,198,347,308,228,200,249,213,96,203,134,233,146,174,247,246,140,126,251,206,182,175,177,144,156,185,339,230,212,48,139,201
gene-LOC132467924|LOC132467924,333,250,106,138,319,197,171,67,141,309,274,162,129,183,363,303,238,391,221,235,628,91,348,179,110,77,151,129,113,198,143,42,113,83,319,120
gene-LOC132462420|LOC132462420,293,1268,943,473,3746,966,1052,1015,1452,588,475,242,358,369,386,670,236,234,697,851,1251,218,345,442,744,460,468,926,823,814,908,842,747,927,373,556
gene-sec31b|sec31b,560,461,306,213,575,261,412,408,387,347,324,256,419,250,245,493,416,235,315,429,908,233,435,466,214,344,170,338,179,233,459,304,434,374,524,270
gene-LOC132473303|LOC132473303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-trnaa-ugc-14|trnaa-ugc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC132465290|LOC132465290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC132451261|LOC132451261,6,9,11,0,0,0,11,8,0,8,8,15,0,7,7,7,5,14,17,6,0,0,9,18,0,7,0,6,0,0,16,17,4,0,0,5
gene-med1|med1,666,408,265,81,458,174,285,389,487,329,412,254,159,295,121,347,312,367,355,302,442,119,385,253,274,233,330,196,123,204,376,355,400,156,77,396
gene-copa|copa,1915,1660,1172,551,1680,904,1903,1217,1281,1507,1654,1427,632,1142,1023,1104,1747,1396,1583,1696,2261,540,1673,1220,779,984,908,830,424,718,1583,1301,1552,341,530,976
gene-LOC132461740|LOC132461740,4557,7313,2053,1034,4295,930,1768,940,2941,2628,2366,2973,1294,1207,3693,4215,2260,7346,3017,6856,911,522,1416,2438,1235,927,1959,726,795,1015,1867,1451,1535,894,678,2033
gene-lsm7|lsm7,552,606,608,2237,757,1718,636,1295,301,562,638,609,1001,739,621,443,686,271,530,743,1538,1407,485,953,1159,881,747,959,955,2034,632,543,357,2280,3116,374
gene-ephb3a|ephb3a,73,169,137,142,263,293,154,139,116,167,196,269,182,117,126,157,168,144,154,183,68,62,104,127,108,190,244,52,220,101,298,252,196,103,106,112
gene-camkk1a|camkk1a,63,149,71,31,197,47,48,34,111,75,95,61,133,40,57,79,122,61,98,114,46,48,33,41,60,64,46,42,32,65,119,60,78,83,317,132
gene-LOC132449506|LOC132449506,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0
gene-fgf9|fgf9,127,124,40,118,56,68,117,45,39,125,211,89,142,88,119,102,87,75,102,214,94,136,99,231,46,49,22,41,46,62,67,42,44,58,129,47
gene-LOC132455953|LOC132455953,446,305,218,164,323,190,246,211,385,293,273,268,249,317,218,286,258,376,233,403,97,136,293,500,300,480,234,189,356,361,248,232,351,212,234,230
gene-LOC132468024|LOC132468024,720,475,303,167,535,294,301,229,318,1019,546,347,382,446,315,372,892,703,511,491,459,328,526,993,177,299,294,135,14,62,675,216,449,73,186,227
gene-LOC132464624|LOC132464624,0,0,0,5,41,0,0,11,0,11,18,7,41,0,0,0,0,22,4,0,0,0,0,0,0,0,6,0,0,22,0,2,0,15,136,0
gene-LOC132460203|LOC132460203,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,16,6,0,0,0,9,0,10,0,0,15
gene-LOC132454890|LOC132454890,289,655,585,389,284,475,534,813,830,772,262,234,256,708,308,368,411,352,620,663,1101,384,463,466,271,597,371,160,74,124,560,696,1053,96,99,307
