""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1"	"XM_060064090.1"	18.7815697082962	0.635080804590203	0.234254078391938	2.70893349860534	0.00674998678190498	0.0282445804128207
"2"	"XM_060054692.1"	138.78533427772	-0.917237044612019	0.367507453646341	-2.49810362728149	0.0124859688320931	0.0470206669256099
"3"	"XM_060064443.1"	18.4860580431449	-1.06617485264777	0.215744056186891	-4.92907557753456	8.26196113003368e-07	1.0532556041994e-05
"4"	"XM_060058452.1"	142.658591045771	0.98693535365983	0.177576658850218	5.55738410148482	2.73847699083952e-08	4.57304753065689e-07
"5"	"XM_060058803.1"	64.4478799698213	-0.734273351999418	0.248601371862837	-2.95214798698683	0.00315571650819024	0.0150172839532673
"6"	"XM_060049697.1"	306.299792704795	-0.708790477934297	0.180664697043533	-3.92294532519055	8.74730073894743e-05	0.000676408451626772
"7"	"XM_060068449.1"	190.611704526319	-1.67944466566719	0.126319674003122	-13.2875765223001	2.73286957041206e-40	1.35873306187123e-37
"8"	"XM_060076782.1"	22.5957220047642	-0.713046443224268	0.259551656136812	-2.74517190608739	0.00604792079393052	0.0258608904003174
"9"	"XM_060041082.1"	130.747595162846	1.95486842073267	0.195399135555456	9.99690452858016	1.57235230611306e-23	1.81035679202786e-21
"10"	"XM_060075255.1"	73.4557667269421	0.603217021344519	0.213148140292606	2.83067979112359	0.00464491972294375	0.0207753555222076
"11"	"XM_060075995.1"	63.2661616608032	-0.73988564849551	0.219857923506592	-3.36527763712064	0.000764666737702084	0.00447388327199005
"12"	"XM_060053398.1"	2003.10931466542	0.604393965252529	0.21941656621297	2.75455105270639	0.00587727198779736	0.0252794341339078
"13"	"XM_060074918.1"	3585.66342819043	0.661397543365267	0.184686203552071	3.58118947244388	0.000342033490735395	0.00222027437487463
"14"	"XM_060061635.1"	517.788985365001	-1.94382524668372	0.116592617090844	-16.6674688683894	2.25962417518347e-62	3.0894711535196e-59
"15"	"XM_060064683.1"	205.459760436331	0.615171900724216	0.157023446685855	3.91780605342357	8.9358555129584e-05	0.000688797657510493
"16"	"XM_060050824.1"	79.1043766562053	-1.00072470771565	0.143288887097002	-6.9800704228688	2.95032136700134e-12	9.54751926398244e-11
"17"	"XM_060067026.1"	144.976898811089	0.939798220273176	0.336206862719066	2.7964979339928	0.00516597412579869	0.0227272241713034
"18"	"XM_060062002.1"	74.3095533321052	-1.06478096540425	0.208409422318477	-5.10639091129896	3.28370034647485e-07	4.49807318594138e-06
"19"	"XM_060065125.1"	113.608748605731	-2.24360148285265	0.346169809452324	-6.4909229989261	8.53120769314408e-11	2.21124051534621e-09
"20"	"XM_060066209.1"	396.829219661902	-0.907089794543131	0.111977138041584	-8.10029401275455	5.48265221295771e-16	2.92312855452221e-14
"21"	"XR_009526291.1"	1537.5294546052	0.668575845937515	0.253860367150085	2.63367129982118	0.00844672157744328	0.0339545169474732
"22"	"XR_009527969.1"	8.70893507095147	0.762156202170567	0.272144438194493	2.79373611611454	0.00521029765255564	0.0228830498790016
"23"	"XR_009527594.1"	56.053900892819	0.822244924621782	0.26754670369495	3.07199807234436	0.00212631098310428	0.0107624199598309
"24"	"XM_060050173.1"	188.029536338997	2.20266247158427	0.180295806740892	12.209379504512	2.769935519356e-34	7.57438867767897e-32
"25"	"XM_060068071.1"	1524.10600636979	-2.99505963352487	0.171373157535576	-17.4725017870496	2.32090712440401e-68	4.61565129576928e-65
"26"	"XM_060063513.1"	566.334540095213	-0.956025057016259	0.208850798123879	-4.57725188883419	4.71124050649519e-06	5.04222589628614e-05
"27"	"XM_060060155.1"	81.8689341458289	1.03551869389062	0.265534097440983	3.89921871479963	9.65035745601461e-05	0.000735792690311879
"28"	"XM_060073690.1"	303.486362753059	0.581106946453245	0.144322849807559	4.02624970000119	5.66735059876319e-05	0.000459351469798235
"29"	"XM_060050803.1"	1594.16257544821	0.67260247121297	0.116049616535907	5.79582707152877	6.79852898680112e-09	1.26789957472516e-07
"30"	"XM_060076998.1"	16.3254234297408	-0.905948681516286	0.230957397190084	-3.91401670543847	9.07733513479896e-05	0.000697903843368758
"31"	"XM_060040062.1"	156.37721632699	-0.73317631162552	0.187057178721404	-3.91877397503412	8.9000524954074e-05	0.000686521679793838
"32"	"XM_060071331.1"	1736.79875221892	0.65658476230148	0.210455124411433	3.11982679218415	0.00180957411834861	0.00940737723692826
"33"	"XM_060038802.1"	223.431191771026	-3.06036857162428	0.212968474255195	-14.3413279828025	1.20723061741502e-46	9.78125073576707e-44
