Module	Section	Sample Name	Source
Picard	DuplicationMetrics	MHW333-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW333-RG-picard_dups.log
Picard	DuplicationMetrics	MHW067-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW067-RG-picard_dups.log
Picard	DuplicationMetrics	MHW049-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW049-RG-picard_dups.log
Picard	DuplicationMetrics	MHW214-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW214-RG-picard_dups.log
Picard	DuplicationMetrics	MHW298-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW298-RG-picard_dups.log
Picard	DuplicationMetrics	MHW349-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW349-RG-picard_dups.log
Picard	DuplicationMetrics	MHW038-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW038-RG-picard_dups.log
Picard	DuplicationMetrics	MHW146-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW146-RG-picard_dups.log
Picard	DuplicationMetrics	MHW136-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW136-RG-picard_dups.log
Picard	DuplicationMetrics	MHW036-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW036-RG-picard_dups.log
Picard	DuplicationMetrics	MHW238-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW238-RG-picard_dups.log
Picard	DuplicationMetrics	MHW182-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW182-RG-picard_dups.log
Picard	DuplicationMetrics	MHW069-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW069-RG-picard_dups.log
Picard	DuplicationMetrics	MHW199-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW199-RG-picard_dups.log
Picard	DuplicationMetrics	MHW407-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW407-RG-picard_dups.log
Picard	DuplicationMetrics	MHW344-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW344-RG-picard_dups.log
Picard	DuplicationMetrics	MHW342-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW342-RG-picard_dups.log
Picard	DuplicationMetrics	MHW427-RG	/home/shared/16TB_HDD_01/sam/gitrepos/RobertsLab/project-cod-temperature/output/14.00-heatwave-genetics-trimmed-bwa-alignments/MHW427-RG-picard_dups.log
