gene_ids,logFC,logCPM,PValue,FDR,topDE
gene-LOC132469840|LOC132469840,1.89783720933464,6.59485773554095,1.25947977879276e-64,2.10244959473876e-60,Up
gene-serpinh1b|serpinh1b,-2.589704135908,4.06394504797086,5.30794901028693e-37,4.43027964143598e-33,Down
gene-znf706|znf706,-1.45040004832627,4.92905347786638,2.14656473994517e-30,1.19442017346349e-26,Down
gene-hacd4|hacd4,-3.13303821780052,3.17913450502532,1.48013364258687e-26,6.17696772392565e-23,Down
gene-LOC132448390|LOC132448390,1.87416131331501,5.57020449990037,4.64716506804695e-25,1.43482230444085e-21,Up
gene-zgc:103586|zgc:103586,1.58472844369865,5.35604725794231,5.1572119011832e-25,1.43482230444085e-21,Up
gene-prrt4a|prrt4a,2.28151825676606,2.26234351246706,1.31567051706124e-23,3.13749827732904e-20,Up
gene-pacs2|pacs2,-2.35131826994542,5.45247290576027,1.65572256214277e-21,3.45487209123116e-18,Down
gene-LOC132463527|LOC132463527,-1.92700603077122,7.21382658158244,1.61688773710243e-20,2.99896744393898e-17,Down
gene-si:ch211-266i6.3|si:ch211-266i6.3,2.60173741783789,2.65492696654829,4.30926192529319e-20,7.19345093189192e-17,Up
gene-LOC132448683|LOC132448683,1.6229065305501,3.25487469148024,8.18102329968266e-20,1.24150747219639e-16,Up
gene-fen1|fen1,1.7779234116622,2.56993918043526,1.18269865652106e-19,1.64523238944217e-16,Up
gene-birc5a|birc5a,2.82839410334014,3.01865279417632,2.01974955486622e-19,2.5935137937986e-16,Up
gene-LOC132460145|LOC132460145,-3.95683717911441,2.24114896222747,6.19761449036062e-19,7.38976990625642e-16,Down
gene-ednraa|ednraa,1.47157164040906,5.16819538852011,1.74347119607813e-18,1.94025097840882e-15,Up
gene-slc4a2b|slc4a2b,-1.21578667358488,4.62184956296709,5.53862214995101e-18,5.77851372182076e-15,Down
gene-mmp2|mmp2,2.12296875785512,5.56956005307721,7.28661733891349e-18,7.15502960226369e-15,Up
gene-myadmb|myadmb,1.88815143149267,5.15287976833906,8.21713839975474e-18,7.62048285039477e-15,Up
gene-LOC132471993|LOC132471993,2.71081354524287,1.53423906693448,1.03419501460284e-17,9.0862196730343e-15,Up
gene-mki67|mki67,1.75071143662946,2.59535685206966,1.71405450680624e-17,1.43063559410583e-14,Up
